ethnicLabel,Freebase
Colville tribe,/m/03cd4mg
Veleti,/m/06_fbq
Carpathian Germans,/m/03w766
Anartes,/m/04gmm78
Arrernte,/m/0f2392
Danube Swabians,/m/06l6df
Germans of Romania,/m/08sf7y
Burgenland Croats,/m/07wg8p
Atayal,/m/05h9k1
Bunun people,/m/05h9m5
German-Russians,/m/09rs442
British Jews,/m/0dj8k3
Tai peoples,/m/01cxsg
Hoklo people,/m/05fdnr
Turks in Germany,/m/0btymj
Arsi people,/m/047rx02
Koreans in Taiwan,/m/01180d4w
Puyuma people,/m/05h9td
Yami,/m/05h9pc
Seediq people,/m/04182l7
Truku people,/m/04z72c
Sakizaya people,/m/027rjhl
Vietnamese people in Taiwan,/m/03m6gvr
Thao people,/m/05h9t0
Paiwan people,/m/0562tw
Koreans in China,/m/0c2nry
Rukai people,/m/05h9qg
Ketagalan people,/m/03sk70
Arvanites,/m/019m1m
Kavalan people,/m/03d5k2
Copper Inuit,/m/04jc0c1
Rohilla,/m/0665pp
Albanians of Romania,/m/01190182
Yukaghir people,/m/0162nj
Crimean Karaites,/m/05l_lg
Asaro Mudmen,/m/0dgjk8
Tanala,/m/0fp_t1h
Antemoro people,/m/0dln01q
Bara people,/m/0dll3wk
Swahili people,/m/05938f
Polans,/m/03s6m5
Chamalal people,/m/0czct6j
Duma people,/m/04q9xt
Hungarians in the United Kingdom,/m/02z88f4
Hungarians in Ukraine,/m/011b4ttm
Masa people,/m/0vxdbfj
Asháninka people,/m/07_n2k
Assyrians in Armenia,/m/011807v1
Assyrians in Russia,/m/02w6gqz
Bongo people (Pygmy),/m/03qdzrv
Blaan people,/m/05226kl
Buru people,/m/0ds6m37
Bhumij people,/m/07k6bs0
British Indian people,/m/03w9bjf
Druze-Israeli,/m/0ds3sy8
Palestinian community in Chile,/m/0118x_bf
Palestinian American,/m/0266mf0
Persians in Bahrain,/m/027bh9j
Armenians in Egypt,/m/01194bpg
Arabs in Greece,/m/0gfgffx
Turks in Saudi Arabia,/m/04q75gh
Pakistanis in Saudi Arabia,/m/0bhb7w8
Lebanese Argentine,/m/0glqh37
Jubur,/m/09f8p7
Arab Venezuelan,/m/09v6193
Iranian Kazakhs,/m/0411s1y
Iraqis in Norway,/m/02x3b0p
Hadhrami people,/m/0cc6bsz
Huambisa people,/m/07z0d4
Indian South Africans,/m/0272yyr
Yakan people,/m/0h3rrmp
Sistani Persians,/m/064k833
Volga Cossacks,/m/09v6lkf
Vietnamese people in Russia,/m/0119r0z6
Godala,/m/0jt6cnh
Hinukh people,/m/04g1j8p
Beni-Amer people,/m/0b6z76
Greeks in Ethiopia,/m/0118k6r4
Hunzib people,/m/0_82vmf
Yem people,/m/02rht1k
Deva people,/m/0bh80zh
Zabolotnie Tatars,/m/010gnnr_
Zargari people,/m/0bbybwt
Indian Australian,/m/03h11s3
Yeyi people,/m/03cgw2v
Yomut,/m/0nhh2f6
Kawaiisu,/m/088vj9
Indonesian Australians,/m/03w9nsd
Kayeli people,/m/0drw_7_
Kazakh American,/m/0416200
Kazakhs in China,/m/0_qcwyz
Kazakhs in Russia,/m/05p98zb
Cambodians in France,/m/099q91
Karata people,/m/0bmb9hs
Atyap people,/m/0bbtsdq
Catali,/m/07s50z1
Katu people,/m/03cdv_y
Kumam people,/m/070bh4
Kunda people,/m/041189l
Lamet people,/m/03csxcs
Sri Lankans in Lebanon,/m/0dsfcvb
Indonesian Americans,/m/0d8qh0
Ausones,/m/0c2nds
Liangmai Naga,/m/0b6hm3h
Lebanese Uruguayan,/m/06w6mrq
Kedayan,/m/07g231
Melanau people,/m/0bsxs_
Djab Wurrung people,/m/04zzzf8
Lotha Naga,/m/043ljvj
Greek Australian,/m/068y7m
Armenians in Indonesia,/m/0118wn7p
Luxembourgish Americans,/m/0ftlzz
Pari people,/m/0277195
Tamil Mauritians,/m/0qsbv3p
Sauria Paharia people,/m/0cz7_k_
Indians in New Caledonia,/m/03mcxcs
Mamkhegh,/m/0sggr8y
Mao Naga,/m/0ds2f_2
Cahto people,/m/07h2vf
Moldovans in Ukraine,/m/011vl79y
Eel River Athapaskan peoples,/m/0b5smw
Mongolians in South Korea,/m/02x5pkv
Danish Australian,/m/03qfbjq
Swedish Australian,/m/03b_13l
Kurukh people,/m/05s5b4
Pakistani New Zealander,/m/04qbjdw
Pakistani Australian,/m/02p_82f
Marka people,/m/03h54b0
Greeks in Italy,/m/0118b2f1
Turks in Finland,/m/05b_0__
Äyrämöiset,/m/04f1lbz
Latvian American,/m/0ffk5n
Rotuman people,/m/02x4_b3
Geledi,/m/0_l8bt5
Cape Dutch,/m/02zz4n
Kota people,/m/02vym3
Polish people in Pakistan,/m/0gwzkc3
Poles in Kazakhstan,/m/0br_flf
Portuguese Luxembourger,/m/02rzg5g
Poumai Naga,/m/0272gf4
Louisiana Creole people,/m/0bms44
Rajasthani people,/m/064p6n0
Asian Argentine,/m/064yyj
Rio Pardo people,/m/09yj2k
Rongmei Naga,/m/03nsj0h
Russians in Argentina,/m/0118tm01
Russians in Belarus,/m/0119lfyd
European Canadians,/m/04yfrkz
English Canadians,/m/02cm28
Mangalorean Catholics,/m/0dngj1
Celsitani,/m/028536q
Chak people,/m/09gl9c5
Chepang people,/m/0jnvb
Tsimané people,/m/0406c81
Chinois,/m/0fb1t_
Chopi people,/m/026l0fy
Chakobo,/m/0zds766
Pellendones,/m/0806ltc
Bhutia,/m/052r3t
Baraba Tatar,/m/04g2whq
Kaguru people,/m/0gdw7j
Akurio people,/m/0j7jns_
Jakun people,/m/0591_0
Sierra Leone Creole people,/m/02ry8mk
Mono people,/m/06yvkj
Taensa,/m/0b0mzs
British African Caribbean people,/m/0dtkkb
Haitian Canadians,/m/07bxtt
Shahsevens,/m/076w8xc
Urhobo people,/m/0ch1dh7
Brancos,/m/026l_yt
Pamiri people,/m/0gcplz
Ha people,/m/0gdww7
Fipa people,/m/0gf2b4
Utsul,/m/04435c
Coracenses,/m/0285349
Corpicenses,/m/028537d
Litvin,/m/06zllc2
Bessarabian Bulgarians,/m/098j9l
Croatian Americans,/m/0ffjqy
Cumanagoto people,/m/09k4tlg
Cunusitani,/m/028533m
Danish Americans,/m/0dqqwy
Daza people,/m/04zyj9
Jakhanke people,/m/064q1kd
Comorians in France,/m/0t_c_vy
Arabs in France,/m/0j251_s
Greeks in France,/m/03cr516
Indian diaspora in France,/m/03h1dq9
Iranians in France,/m/04gl6_t
Italian French,/m/0118vpx_
Lebanese people in France,/m/07s9gww
Japanese settlement in Palau,/m/080g5mz
Serbian Australian,/m/0268xtg
Turks in France,/m/047pr2p
Narikurava,/m/02qfr2k
Jarawa,/m/05mvvx
Skagit tribes,/m/04d7pb
Afro Latin Americans,/m/02zb5f
Mbuti people,/m/02vsvq
Rungus people,/m/07djrc
Yahuskin,/m/0crg18g
Teda people,/m/0d1l0n
Moxo people,/m/02x7476
Majeerteen,/m/04xk94
Mbayá people,/m/0g8c_p
Embera-Wounaan,/m/0bnx2x
Gin people,/m/027936c
Japanese expatriates in the Netherlands,/m/04yg5l1
Tekna,/m/09djxt
Fali people,/m/0h1gn9b
Potiguara people,/m/026ld6w
Romani people in North Macedonia,/m/05c5y3v
Fengu people,/m/06hxjw
Finnish Americans,/m/03pqwy
Kimbu people,/m/0gdvp5
Matengo people,/m/0gc_jh
Franco-Albertan,/m/05qc18
Franco-Manitoban,/m/028ldh
Franco-Columbian,/m/05s5d_
Ladino people,/m/0bx0nf
Afro Argentines,/m/0f4f42
Arab Brazilian,/m/09gp42
Luiseño,/m/0116s0nq
indigenous peoples in Ecuador,/m/04f1b15
Gadaba people,/m/04gh7lp
Welsh American,/m/0bfjm7
Huarpe people,/m/0ds68
Mocoví people,/m/04lfpzt
Zinza people,/m/0g8_sj
Mah Meri people,/m/0277wt1
Ulster Scots,/m/02kx32
Vazimba,/m/0cnzzb7
Hemba people,/m/0hrc6lb
Nung Rawang,/m/096h0v
U'wa people,/m/082y16
Holoholo people,/m/0hr67zp
Hungarians in Chile,/m/05c3fh1
Rangi people,/m/0gdmgd
Nyakyusa people,/m/07g8vk
Iatmul people,/m/0wk4_c7
Indians in Guadeloupe,/m/03mc43y
Indo-Canadians,/m/05mtdy
Irish immigration to Barbados,/m/0pclym5
Irish Australian,/m/07hyjp
Irish Quebecers,/m/03sh6k
Irish Canadians,/m/033njm
Greeks in Serbia,/m/03cr5kj
Greeks in Poland,/m/03cr55p
Greeks in South Africa,/m/03cjjy0
Greeks in Syria,/m/0l8nqnb
Greeks in Turkey,/m/0117xycx
Greeks in the Netherlands,/m/04ljlt1
Greeks in the Republic of North Macedonia,/m/0406n4v
Greeks in the Czech Republic,/m/0119290r
Greeks in the United Kingdom,/m/0b3zsn
Greenville Rancheria of Maidu Indians,/m/0k2l5gq
Grenadian American,/m/0fq1l22
Grenadians in the United Kingdom,/m/047cyg8
Griko people,/m/0gfg9mk
Grindstone Indian Rancheria of Wintun-Wailaki Indians,/m/0ch43jg
Guang people,/m/0cmf33m
Guatemalan American,/m/03d5q34
Guatemalan immigration to Mexico,/m/0j66nrv
Guinean American,/m/0cnzpf4
Guite people,/m/03gr_vt
Gujarati Muslims,/m/03mcx13
Gujarati Shaikh,/m/0bhb9np
Gulidjan people,/m/011f1x9k
Gulud people,/m/0cpszt
Gurbeti,/m/09d478
Gurgura,/m/02qjyyt
Guyanese American,/m/0bh91q8
Guyanese in the United Kingdom,/m/0117ffnh
Gwichyaa Gwich’in,/m/0dlnbbb
Gyele people,/m/0gy0gbk
Habematolel Pomo of Upper Lake,/m/05mvyrq
Haddad people,/m/03cbrlv
Hadimu,/m/0nb8kq4
Hadjemi people,/m/0nb1mfp
Hadjarai peoples,/m/02vrwr1
Hainan people,/m/06v4yx
Haitian American,/m/02vkd28
Hajong,/m/0gmgh49
Halenadu Karnataka Brahmin,/m/0frcp4
Haliwa-Saponi,/m/07qy12
Halwai,/m/04gt9xt
Harla people,/m/0l_9y5b
Hatkar,/m/0h3m2d3
Havyaka Brahmin,/m/047crj
Hawawir people,/m/06pgv2
Hayu,/m/03yyx9
Salvadoran Australian,/m/04g0b3f
Hebei people,/m/05h2l0_
Hewa people,/m/07k9gf3
Lithuanian Brazilians,/m/030lc9
Hindkowans,/m/027lf0d
Ngaanyatjarra,/m/026hjwt
Hispanic Belizean,/m/0r4sf7w
Hispanos,/m/03d4xt1
Kurds in Sweden,/m/04cxqyk
E'ñepa,/m/0k2g236
Mexican immigration to Cuba,/m/01115g97
Hlubi people,/m/04y850t
Homa people,/m/0cr1tj
Honduran Americans,/m/0fxmtg
Hong Kong American,/m/0pl1yb6
Hong Kong Australian,/m/0c4157z
Hong Kong Canadian,/m/0c41k9x
Hong Kong people in the United Kingdom,/m/04f3gtt
Hororo people,/m/0fp93s
Italian Guatemalan,/m/0127n_zf
Bolivian Argentine,/m/0100q4l5
Brazilians in Germany,/m/012hsq2q
Brazilian immigration to Mexico,/m/0134xxjg
British immigration to Mexico,/m/011lgqj6
Czech immigration to Mexico,/m/011l87fs
Chilean Argentine,/m/0100sky0
Chilean immigration to Mexico,/m/0108bf_d
Colombians in Spain,/m/011qcjd5
Ecuadorians in Spain,/m/011q1l7p
Spanish Costa Rican,/m/0128ryl5
Spanish immigration to Guatemala,/m/01266t0_
Spanish Uruguayan,/m/0t_g0r0
Spanish immigration to Venezuela,/m/0k0t6xs
Americans in Guatemala,/m/0134d0b8
Estonian Argentine,/m/0_qcstp
Indians in Panama,/m/03yntzh
Italians in Panama,/m/012htdgr
Moroccans in Spain,/m/04jjbht
Mexicans in Germany,/m/0_lc6hx
Mexicans in France,/m/0_lmqz7
Mexicans in Panama,/m/01347xpr
Romanian Argentines,/m/0_qksmh
Turks in Mexico,/m/011lftlc
Uruguayans in Argentina,/m/0yp368g
Hoysala Karnataka Brahmins,/m/0b7b4t
Humur,/m/0465xmc
Polish Mexicans,/m/0bwhzrm
Huron-Wendat Nation,/m/044fd2
Husseinat people,/m/0cr1xn
Japanese people in China,/m/011b6ynz
Hyderabadi Muslims,/m/08q5tq
History of the Jews in Chile,/m/0134llyt
Kwangali,/m/0cc89kl
Japanese immigration to Mexico,/m/047rpsx
Iadovi,/m/0c3y035
Iverni,/m/056l0j
Mambila people,/m/02pmg0q
Shakori,/m/06zpwyl
Forest Finns,/m/02w9rp6
Californio,/m/04cvz2
Iyengar,/m/0jt563m
Snokomish,/m/0102bnq0
Warfalla,/m/0gg75v1
Tiriyó people,/m/069h3z
Wayana people,/m/03h3j4f
Chinese Australians,/m/061p2g
Suquamish tribe,/m/01trr1
Meshchera,/m/060gwz
Ancalites,/m/09crzb
Betsimisaraka people,/m/04gm078
Persian Jews,/m/05p09y
Vaccaei,/m/07vtq4
Armenian American,/m/0btrm4
Jakaltek people,/m/027c568
Wiyot people,/m/07_061
Torghut,/m/02783bf
Bezanozano,/m/0fq2b6m
demographics of San Marino,/m/0119y50v
Greeks in Egypt,/m/02vmf7b
Vestini,/m/0150pp
Savu people,/m/0drzjcf
Russian immigration to Mexico,/m/03m63c7
Stillaguamish people,/m/01t7yv
Banjar people,/m/0fc2cq
Tetela people,/m/0hnbzk1
Tamil Malaysians,/m/02z22q_
Efé people,/m/062q2l
Hasinai,/m/0315qx
Jumano people,/m/0bmjqtw
Ottoman Turks,/m/05ntp
Abadzekh,/m/0gjpjf
Taurini,/m/02067b
Ait Atta,/m/0ddc5dz
Sharchops,/m/0529yx
Chichimeca Jonaz people,/m/0h3ns_
Uspantek people,/m/0478xbd
Sadz,/m/02pbdkd
Assyrians in Iraq,/m/0119372f
Dutch Surinamese,/m/05pbsvb
Ingiloy people,/m/0gfj6vr
Ukrainian Australians,/m/02q5x8d
English-speaking Quebecers,/m/06vxdg
Pucikwar people,/m/037hpc
Taku people,/m/027kdtx
Zakhchin,/m/03d923f
Ho people,/m/03y0k8p
Qaratay,/m/03n3xn
Datooga people,/m/0gf2ws
Chinese South Africans,/m/054h0b
Garanganze people,/m/02q_xc_
Guenoa people,/m/012s8cg0
Thai Chinese people,/m/04l_pt
Apiacá people,/m/07kmfr
Andi people,/m/02r11f6
Poles in Latvia,/m/011b1mcq
Northern Thai people,/m/01ds81
Servitka Roma,/m/04lfrm9
Thracian Bulgarians,/m/0642dmh
Jek people,/m/07k5mjp
Siwi people,/m/069p3r
Macedonians,/m/027wjq
Kapsiki people,/m/025scqm
Chinese people in Serbia,/m/05mz0bw
Poqomchi' people,/m/047bj60
Lechites,/m/028bs0_
Menominee,/m/04kv_4
Klickitat,/m/0b3_ld
Zabbaleen,/m/0g76px
Cretan Muslims,/m/0cnhsk
Maba people,/m/0cxsfx
Libu,/m/0266rht
Tsamai people,/m/02rjcp4
Tsawout First Nation,/m/076z4d6
Tugen people,/m/048b4t
Tushetians,/m/0h1byn2
Turks in Berlin,/m/0ds2bhs
Turkish Americans,/m/0ffhvl
Galician Jews,/m/011939h4
Jarai people,/m/07tk2t
Apinajé,/m/0glq0d_
Limici,/m/06m2zc
Bzhedug,/m/04g28yh
Kryts people,/m/0g9spr6
Alat tribe,/m/0g9xxnd
Culina,/m/0bkft8
Tsez people,/m/04crk4v
Cherkesogai,/m/02w5_jt
Itsekiri people,/m/07md8g
Baslaney,/m/0sgh6h3
Caldoche,/m/099hvf
Arbanasi people,/m/05zx91m
Akatek people,/m/047bpkk
Kali'na people,/m/06wb9y0
Siberian Yupik people,/m/02k3vp
Old Christian,/m/03d3dfp
Swedish-speaking population of Finland,/m/01d7kx
Naimans,/m/05g59j
Hungarian New Zealander,/m/080f895
Igbo Jews,/m/0b_54m
Bergitka Roma,/m/0gfj1hr
Ewe,/m/05rsj7
Unelli,/m/04f_2yc
Fuegians,/m/025w7px
She people,/m/02hgw7
Igneri,/m/0b_2r2
Nuristani people,/m/028fg1
Messapii,/m/071gct
Carenses,/m/0285338
Armenians in Hungary,/m/0119126h
Tém,/m/0kfy_s4
Serer people,/m/02rsm8m
Shan people,/m/01cxrh
Assin,/m/0bryl6r
Indigenous peoples of California,/m/0ddg8np
Huanca people,/m/025v13_
Mingrelians,/m/07s7jt
Temne people,/m/0f_1wm
Lipovans,/m/01nx6k
Sweden Finns,/m/01dj46
Gamo people,/m/0521rp4
Lahu people,/m/01wwsp
Saanich,/m/03ch2n
Pawnee people,/m/0gw52
Galicians,/m/0br_8h
Atacama people,/m/02z154r
Jurchen people,/m/0165w4
Athamanians,/m/06w7dtm
Tangut people,/m/0j121
Moravians,/m/04jmdx
Atlantic Creole,/m/0285f49
Guna people,/m/02z8h_
Atoni,/m/0bhd4k
Atsugewi,/m/02szkl
Manyika tribe,/m/055wrs
Ndau people,/m/05p2q5
Lotud,/m/07flq3
Gurunsi people,/m/0277vdq
Slovaks in Hungary,/m/0h52vfv
Danta people,/m/065__f3
Ordovices,/m/02lhs9
Xakriabá people,/m/02qg0r8
Wolani people,/m/0j441ml
Ndengereko people,/m/0gczf4
Penobscot people,/m/020ysl
Mahicanos homosesuales mentira,/m/0h462
Aurunci,/m/078w7d
Aka people,/m/045s4w
Hungarian Australian,/m/05c4g9v
Tacatacuru,/m/0c3zrlh
Alfur people,/m/0893l1
Pee Dee people,/m/091824
German Chilean,/m/02vyffg
Bagvalal people,/m/04f5_4v
Banu Hilal,/m/034nf5
Avatime people,/m/0bmhhzx
Aweti people,/m/0642dtp
Awa-Kwaiker,/m/05f3h5n
Ayoreo people,/m/05zt8k5
Zande people,/m/01c1bc
Fijians,/m/02vf8s
Bahand,/m/0czdp_l
Peranakan Chinese,/m/015c08
Babine,/m/07h4dm
Bakhtiari people,/m/03f5jv
Bafour,/m/0774cr
Baga people,/m/08qjd2
Baggara,/m/032mzn
Gisu people,/m/07595q
Shehni,/m/0p3q9km
Portuguese in France,/m/0p3r34q
Gwere people,/m/08rl9j
Baima people,/m/0411sk6
Bainuk people,/m/047tfhk
Bajau people,/m/07vjpm
Bajuni people,/m/027klg2
Kiga people of Kigezi,/m/0chtxk
Bakoena,/m/01zygf
Konjo people,/m/02hwp6_
Balanta people,/m/04g2hlc
Balti people,/m/04fzl9
Luba people,/m/09glws
Bamileke people,/m/054j44
Banda people,/m/084cxy
Bannock people,/m/0654cp
Beni Ḥassān,/m/02pxd5
Barghawata,/m/02_glb
Bargu people,/m/05b2txm
Bassa people,/m/04kw18
Bassari people,/m/0cs925
Songye people,/m/04glhjd
Bataq people,/m/04tm__
Batak people,/m/04tm_l
Tswana people,/m/01kthj
Teke people,/m/036znp
Baoulé people,/m/025rrd2
Russians in Azerbaijan,/m/0hgq1ls
Russians in Armenia,/m/0119mjl_
Russians in Georgia,/m/0117_871
Russian Canadians,/m/0g4pffv
Russians in Kyrgyzstan,/m/0t514t8
Russians in Korea,/m/0118wy3b
Russians in Tajikistan,/m/0tkj6fc
Russians in Moldova,/m/01186dzz
Russians in Turkey,/m/0ds1gxh
Russians in Uzbekistan,/m/0swknrh
Sart Kalmyks,/m/0w1dc86
North Koreans in Russia,/m/011bm6hd
Seychellois Creole people,/m/0fb3hv
Serbs in the United Kingdom,/m/03cl2pz
Great Sioux Nation,/m/03rp01
Simeulue people,/m/012ds60c
Somali Canadians,/m/03wd_st
K'Ho,/m/03cbjwy
Kuy people,/m/0z6sz22
Sudanese Arabs,/m/03x_lpj
Suessetani,/m/0_h0d8s
Thai Americans,/m/03lnnd
Timuri,/m/0gkx_p1
Tindi people,/m/0_83t_t
Titii,/m/07s3_cq
Iranian Turkmen,/m/0vxgq0r
Cho Ro people,/m/03cdw7v
Uzbeks in Pakistan,/m/0bxzmld
Uyghurs in Kazakhstan,/m/0c3xl7w
Ukrainian diaspora in the United Kingdom,/m/02vqbrf
Fernandino peoples,/m/09fc3h
Haiǁom,/m/035kgs
Khoyd,/m/0w1b77h
H're people,/m/03cdwj2
Chhantyal,/m/05c4144
Charan,/m/0fgqj3
Circassians in Syria,/m/0s8xyfq
Shina people,/m/047nk3f
ʼNa̱mg̱is,/m/02r05kv
Norwegians with Pakistani background,/m/02qcgkb
AASOHTX,/m/0pclb5_
Aba Khel,/m/05_6143
Abidji people,/m/0bs7h4w
Aboriginal Canadian personalities,/m/080hp_r
Absentee-Shawnee Tribe of Indians,/m/0d6l52
Abugach,/m/04cypck
Accokeek tribe,/m/0kn7vs4
Adaviyar,/m/0520x54
Adi Dravida,/m/0494y4
Afemai,/m/02rn7py
Afghan American,/m/02rmz6k
Afghan Australian,/m/047b_rg
Afghan Canadian,/m/07bxy2
Afghans in India,/m/0dllcfn
Afghans in Pakistan,/m/05zyt99
Afghans in Iran,/m/0by0rmt
Afghans in Tajikistan,/m/065ylb0
Afghans in Turkey,/m/0ds57_d
Afghans in the Netherlands,/m/064k9dq
Afghans in the United Kingdom,/m/04gp3rj
African Americans in France,/m/04zz5q_
African Australian,/m/02q9s8b
African Sri Lankans,/m/09ggz4c
African emigrants to Italy,/m/0gzvn0
African immigrants to Sweden,/m/0crhl9n
African immigration to Norway,/m/0gfdb89
African immigration to the United States,/m/02858fb
African minority in Lithuania,/m/011c6f8k
Africans in Hawaii,/m/0crg506
Africans in Guangzhou,/m/0h52f4q
Afro-Bahamian,/m/09rspjh
Afro-Costa Rican,/m/04f0cb8
Afro Dominicans,/m/0p8vbv0
Afro-Dutch,/m/0hzqlwz
Afro-Guatemalan,/m/0gwy_rq
Afro-Guyanese,/m/09c8kp
Afro-Jordanian,/m/0jkwz4r
Afro-New Zealander,/m/04my19y
Afro-Nicaraguan,/m/0gwzwwh
Afro-Paraguayans,/m/0gx2djc
Afro-Portuguese,/m/02v_2px
Afro-Panamanians,/m/0gwzxyh
Afro-Spaniard,/m/0hzq7js
Afro Trinidadians and Tobagonians,/m/04608z
Afro Honduran,/m/0gx1nxf
Afro Iranians,/m/0bbz1_g
Afro Iraqis,/m/04y78bp
Afro Venezuelans,/m/0gwz0vh
Afizere,/m/0kv4xm4
Agagite,/m/07b4kq
Agamudayar,/m/0g9x_x0
Agaria,/m/0crg81s
Agave people,/m/0j7m1rt
Agri people,/m/0gpqtn
Agua Caliente Reservation,/m/0bwjfqj
Ahar caste,/m/0gvt02c
Aheria,/m/04gjrjs
Ahirwar,/m/05b1zrt
Ahomes,/m/0hr340g
Ahwahnechee people,/m/064r9f6
Irish Newfoundlanders,/m/05x6kj
Isoko people,/m/02qqcfl
Yalunka people,/m/02rfsqt
Albani people,/m/0b07sl
Tektitek people,/m/047f3kk
Kabi,/m/0706j8
Indians in Madagascar,/m/03ynvwy
Karava,/m/0crzdn
Karoninka people,/m/053jw09
Khumi people,/m/09g7jbk
Kom people,/m/08jpsd
Kono people,/m/03bzt_9
Kotoko people,/m/0vxd1bf
Kouloughlis,/m/02w87_r
Turks in Ukraine,/m/05h3qql
Khuen people,/m/03csclk
Kehek,/m/027bfdp
Chugach,/m/01c2ls
Tututni people,/m/021__9
Serer-Laalaa,/m/0h56h6m
Lele people,/m/0b__l1y
Lebanese Canadians,/m/06vb7p
Limba people,/m/0dmmpv
Kayastha,/m/0583cz
Hola,/m/0bd_np
Warumungu people,/m/052zyz7
Lokono,/m/010xdrdn
Lombards of Sicily,/m/0h3mtzs
Longuda people,/m/04z_s11
Irish Chilean,/m/04d_z_6
Azerbaijani American,/m/0403q3y
Lucuidonenses,/m/028532l
Afro-Uruguayan,/m/04jd863
Lulua peoples,/m/0h978z1
Portuguese Americans,/m/02p4q5p
Americo-Liberian,/m/01lmqz
Egba people,/m/025txj3
Lebou people,/m/0prpg
Arusha people,/m/0gf3y5
Bene Ephraim,/m/05n_5_
Japanese Peruvian,/m/0117z2j0
Chinese people in Madagascar,/m/04yg5cj
Mafa people Mafahi,/m/0vxgt4p
Mahar,/m/07d1l8
Malbars,/m/06_v3fd
Mankanya people,/m/0gyzb0
Bihari Muslims,/m/0d51hp
Palestinian Brazilian,/m/0479944
Greek Brazilian,/m/046554p
Lebanese Brazilians,/m/047bt62
Mbeere people,/m/0h_brxs
Mbo people,/m/0h9423f
Mbole people,/m/0h7l392
Syrian Americans,/m/02qv_h_
Albanians in Montenegro,/m/011bgkqz
Mexica,/m/02rzgjg
Russians in the United Kingdom,/m/02pswkz
Barbadian British,/m/047d9hm
Chiquitano people,/m/0h3xdqv
Serbs of Slovakia,/m/0b777y_
indigenous peoples of Mexico,/m/0b8zk1
Greeks in Romania,/m/011b941w
Mocama,/m/0g8733
Moklen people,/m/05j0qm
Mongondow people,/m/011c4yy0
Khatso people,/m/06406hk
Coelerni,/m/06m2s2
Grovii,/m/06m2vy
Arhuaco people,/m/0h3f61
Delaware Nation,/m/060fpr
Ndogo people,/m/0c_qv0
Ndwandwe,/m/03_pk9
Ngadjuri people,/m/0gkxk1
Ngarigo people,/m/0478vwx
Niominka people,/m/05b0w80
Serer-Noon,/m/0h525vb
Nyah Kur people,/m/0x285jm
Nyanga people,/m/0w6hr_t
Nyoro people,/m/078z5m
Mbama people,/m/04lcr09
Pacific Islander Americans,/m/0dv5vw
Tanchangya people,/m/047njpb
Dhimal,/m/03cljy3
Orang Kuala,/m/04my43m
Argentine Brazilians,/m/0464k7s
Oswegatchie people,/m/02vr2qx
Oulad Delim,/m/09djwf
Ouled Djerir,/m/0ddfd8t
Ouled Naïl,/m/0413jsm
Palor people,/m/0jt8b28
Pankho people,/m/09g68rz
Akie people,/m/067m56
Vinza people,/m/0gb405
Mehri people,/m/026r7pn
Magnetes,/m/02j21g
Sefes,/m/0b7432v
B'nai Moshe,/m/026t210
Cileni,/m/0c41q2s
Lhop people,/m/016jh
Polish Canadians,/m/067lts
Ibani tribe,/m/04zybsk
Icelandic Americans,/m/0d8871
Icelandic Canadians,/m/07bxrr
Icelandic people of American descent,/m/0gkyxwk
Idaksahak people,/m/0gvvr5h
Idiga,/m/0gqqhq
Iduwini tribe,/m/051vvzl
Ifoto people,/m/06znxsz
Igbo Canadian,/m/0ddf0p5
Igbo American,/m/04gtyry
Igbo people in Jamaica,/m/0dgnbjt
Igdalen people,/m/0gvqwfb
Ika people,/m/04ljkvd
Ikwo people,/m/04ldpb7
immigration from other South American countries to Brazil,/m/04crsl1
Mbunza,/m/0cc87lj
Mestizos in Mexico,/m/0y7vb0c
Inaja and Cosmit Reservation,/m/0c40vb2
Manush,/m/0119t0q6
Indian community of Spain,/m/03mbn8y
Indian Mexicans,/m/0gg9_vy
Indians in Bangladesh,/m/0dljdsn
Indians in Barbados,/m/03mcxjl
Indians in Cambodia,/m/0gvr4vg
Indians in Chile,/m/0dlmfft
Indians in Botswana,/m/02qnx2n
Indians in Egypt,/m/0gjc6x6
Indians in China,/m/0dgqt72
Indians in French Guiana,/m/0ddf6s4
Indians in Italy,/m/03mbngs
Indians in Kuwait,/m/0fqm8jy
Indians in Lebanon,/m/0glr4lp
Indians in Luxembourg,/m/0hhvdty
Indians in Maldives,/m/047f2bq
Indians in Oman,/m/0fqrrs1
Indians in Pakistan,/m/0k3nc0r
Indians in Peru,/m/0j2b679
Indians in Poland,/m/0gywf1l
Indians in Qatar,/m/0gfjh6_
Indians in Sri Lanka,/m/0drzvdm
Indians in Tanzania,/m/047trfc
Indian Singaporeans,/m/0118wv98
Indians in Taiwan,/m/0gmg0k4
Indians in Turkey,/m/0drwv08
Indians in Uganda,/m/047prbl
Indians in Uruguay,/m/0g56pst
Indians in Zambia,/m/047mvq3
Indians in Vietnam,/m/03ynw9_
Indigenous Norwegian Travellers,/m/027l2dk
Indigenous peoples of Sikkim,/m/04jl21q
Indo Caribbean Americans,/m/07q4p7
Indo Caribbeans,/m/044bp_
Indo-Grenadians,/m/03mbmpb
Indo-Seychellois,/m/0fb48w
Indo-Trinidadians and Tobagonians,/m/045_vc
Indonesians in Hong Kong,/m/0279fsv
Indri people,/m/0cr23j
Ingessana people,/m/0cr2bs
Indigenous peoples in Suriname,/m/0zn17y6
Indigenous peoples in Guyana,/m/0zg5r08
